TaxonName,Locality,MaterialType,AltitudeFrom,AltitudeTo,CoordLatDD,CoordLongDD,CountryName,ItemAccNoFull,ItemLocationCode,AccNoCons,CollNo,DetType,ProvenanceCode,AtrA_Variant,Collector,ItemSpecCount
Veratrum viride var. eschscholtzianum,"Kettle Mt., near Princeton, open meadow near Dicks Cabin",plant,,,49.298611,-119.183719,Canada,2015-0364.01,1B34,,TM.15-03,,W,,"Maniezzo, Tony",3
Veratrum viride var. eschscholtzianum,"Kettle Mt., near Princeton, open meadow near Dicks Cabin",plant,,,49.298611,-119.183719,Canada,2015-0364.02,1B29,,TM.15-03,,W,,"Maniezzo, Tony",9
Viola sp.,"Kettle Mt., near Princeton",plant,1895,,49.298364,-120.836325,Canada,2015-0365.01,1B33,,TM.15-16,,W,,"Maniezzo, Tony",1
Aciphylla aurea,,plant,,,,,,2015-0366.01,LAA2,,,,G,,,1
Aloe aristata,,plant,,,,,,2015-0367.01,LCS1,,,,G,,,many
Corokia cotoneaster 'Little Prince',,plant,,,,,,2015-0368.01,LAA4,,,,G,,,1
Gladiolus oppositiflorus,,plant,,,,,,2015-0369.01,LAF1,,,,G,,,2
Gunnera monoica,,plant,,,,,,2015-0370.01,LAA2,,,,G,,,1
Helianthemum 'Bright Spot',,plant,,,,,,2015-0371.01,LTC2,,,,G,,,1
Kniphofia multiflora,,plant,,,,,,2015-0372.01,LAF1,,,,G,,,1
Trochocarpa thymifolia,,plant,,,,,,2015-0374.01,LAA3,,,,G,,,1
Salvia 'Amistad',,plant,,,,,,2015-0377.01,2A07,,,,G,,,3
Styrax tonkinensis,,seed,,,,,,2015-0380.88,8,,,,G,,"Zhang, Zihan",1
Myrsine seguinii,,plant,,,,,,2015-0381.01,3AAF,,PMDT13,aff.,W,,"MacDougall, Philip",1
Boehmeria tricuspis 'Akaso',,plant,,,,,,2015-0383.01,3AAC,,,,G,,,1
Cardiocrinum giganteum var. yunnanense,,plant,,,,,,2015-0384.01,3AAC,,CGG.14112,,Z,,"Cox, Peter; Dodson, K., Kelly; Hootman, Steve; Milliken, Sue; White, Keith",10
Cardiocrinum giganteum,,plant,,,,,,2015-0385.01,3AAC,,NAPE.244,,Z,,"Dodson; Hootman, Steve; Milliken; Richardson, Garratt; Toal, Cody",1
Codonopsis tubulosa,,plant,,,,,,2015-0386.01,3AAC,,,,Z,,,1
Maianthemum oleraceum,,plant,,,,,,2015-0387.01,3AAC,,,,G,,,1
Heloniopsis umbellata,Taipingshan,plant,,,,,Taiwan,2015-0389.01,3ABB,,BSWJ6817,,Z,,"Wynn-Jones, Bleddyn and Sue",5
Iris henryi,,plant,,,,,,2015-0390.01,3ABB,,,,Z,,,5
Iris henryi,,plant,,,,,,2015-0391.01,3ABB,,,,Z,,,5
Tropaeolum speciosum,,plant,,,,,,2015-0394.01,LAS4,,,,U,,,1
Viburnum rafinesqueanum,2 km east south east of Garson,seed,242,,50.069767,-96.679864,Canada,2015-0396.88,8,,DM.2015-009SD,,W,,"Mosquin, Daniel",1
Quercus macrocarpa,2 km east south east of Garson,seed,242,,50.069767,-96.679864,Canada,2015-0397.88,8,,DM.2015-008SD,,W,,"Mosquin, Daniel",5
Viburnum opulus var. americanum,"near Mars Hill Mgmt. Area, ~20 km norht of Beausejour",seed,250,,50.238954,-96.541974,Canada,2015-0399.01,4C06,,DM.2015-006SD,,W,,"Mosquin, Daniel",1
Viburnum opulus var. americanum,"near Mars Hill Mgmt. Area, ~20 km norht of Beausejour",seed,250,,50.238954,-96.541974,Canada,2015-0399.02,4C06,,DM.2015-006SD,,W,,"Mosquin, Daniel",1
Viburnum opulus var. americanum,"near Mars Hill Mgmt. Area, ~20 km norht of Beausejour",seed,250,,50.238954,-96.541974,Canada,2015-0399.03,4C06,,DM.2015-006SD,,W,,"Mosquin, Daniel",1
Viburnum opulus var. americanum,"near Mars Hill Mgmt. Area, ~20 km norht of Beausejour",seed,250,,50.238954,-96.541974,Canada,2015-0399.04,4C06,,DM.2015-006SD,,W,,"Mosquin, Daniel",1
Viburnum opulus var. americanum,"near Mars Hill Mgmt. Area, ~20 km norht of Beausejour",seed,250,,50.238954,-96.541974,Canada,2015-0399.05,4C06,,DM.2015-006SD,,W,,"Mosquin, Daniel",1
Lomatium nudicaule,"Goose Spit, Comox Harbour",seed,2,2,49.660076,-124.919861,Canada,2015-0400.01,1G02,,BAH.15-014,,W,,"Hine, Brent",18
Vaccinium deliciosum,"Mt. Washington, VI",seed,,,,,Canada,2015-0401.01,1B18,,BAH.15-018,,W,,"Hine, Brent",3
Holodiscus discolor,Hell's Gate Canyon,seed,,,,,Canada,2015-0403.01,LNA2,,BAH.15-021,,W,,"Hine, Brent",1
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.01,3AB1,11069/0-0104-1988,,,G,,,5
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.02,3AB5,11069/0-0104-1988,,,G,,,6
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.03,3AC7,11069/0-0104-1988,,,G,,,1
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.04,1P02,11069/0-0104-1988,,,G,,,4
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.05,3AE9,11069/0-0104-1988,,,G,,,15
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.06,3AH3,11069/0-0104-1988,,,G,,,4
Skimmia japonica var. intermedia,,unrooted cutting,,,,,,1974-1364.07,8N02,11069/0-0104-1988,,,G,,,6
Phedimus selskianus,,plant,,,,,,2015-0406.01,LAS4,,,,U,,,1
Prometheum sempervivoides,,plant,,,,,,2015-0409.01,LCS1,,,,G,,,1
Sempervivum cantabricum,,plant,,,,,,2015-0410.01,LTC1,,,,G,,,9
Rhodiola macrocarpa,"Quin Ling mountains, Taibai Shan",plant,3300,,,,China,2015-0411.01,LTC1,,HeHeHe.044,,Z,,"Petterson, Henning; Sjöman, Henrik; Zetterlund, Henrik",1
Sempervivum tectorum,,division,,,,,Croatia,2015-0412.01,LCS1,,,,W,,,3
Helianthemum canum,,seedling,,,,,,2015-0413.01,LEU,,,,G,,,3
Chamaecyparis obtusa 'Hage',,plant,,,,,,2015-0417.01,LAS4,,,,G,,,1
Dianthus callizonus,,plant,,,,,,2015-0418.01,LEU2,,,,G,,,1
Dianthus microlepis,,plant,,,,,,2015-0419.01,LEU,,,,G,,,1
Erodium glandulosum,,plant,,,,,,2015-0420.01,LEU3,,,,G,,,1
Anemone americana,,plant,,,,,,2015-0421.01,LNA3,,,,G,,,1
Penstemon 'Six Hills Hybrid',,plant,,,,,,2015-0423.01,LTC1,,,,G,,,1
Saxifraga hostii,,plant,,,,,,2015-0424.01,LEU,,,,G,,,1
Erodium reichardii,,plant,,,,,,2015-0425.01,LEU3,,,,G,,,1
Saxifraga × boydii 'Faldonside',,plant,,,,,,2015-0426.01,LEU,,,,G,,,1
Saxifraga 'Millstream Hybrid',,plant,,,,,,2015-0427.01,LEU,,,,G,,,1
Rhododendron 'Razorbill',,plant,,,,,,2015-0428.01,LAS2,,,,G,,,1
Peltoboykinia tellimoides,,plant,,,,,,1991-0470.01,3AB4,28766/0-0063-1991,,,G,,,1
Peltoboykinia tellimoides,,plant,,,,,,1991-0470.02,HUBC,28766/0-0063-1991,,,G,,,1
Oplopanax horridus,"west of Pemberton, Hurley FSR at 8 km",seed,253,253,50.52622,-123.04245,Canada,2015-0433.01,1B34,,TM.15-20,,W,,"Maniezzo, Tony",1
Oplopanax horridus,"west of Pemberton, Hurley FSR at 8 km",seed,253,253,50.52622,-123.04245,Canada,2015-0433.02,1B34,,TM.15-20,,W,,"Maniezzo, Tony",1
Oplopanax horridus,"west of Pemberton, Hurley FSR at 8 km",seed,253,253,50.52622,-123.04245,Canada,2015-0433.03,1B34,,TM.15-20,,W,,"Maniezzo, Tony",1
Oplopanax horridus,"west of Pemberton, Hurley FSR at 8 km",seed,253,253,50.52622,-123.04245,Canada,2015-0433.04,1B34,,TM.15-20,,W,,"Maniezzo, Tony",1
Oplopanax horridus,"west of Pemberton, Hurley FSR at 8 km",seed,253,253,50.52622,-123.04245,Canada,2015-0433.05,1B34,,TM.15-20,,W,,"Maniezzo, Tony",1
Oplopanax horridus,"west of Pemberton, Hurley FSR at 8 km",seed,253,253,50.52622,-123.04245,Canada,2015-0433.88,8,,TM.15-20,,W,,"Maniezzo, Tony",8
Equisetum telmateia subsp. braunii,"west of Pemberton, Hurley FSR at 8 km",plant,253,253,50.52622,-123.04245,Canada,2015-0434.01,1B34,,TM.15-21,,W,,"Maniezzo, Tony",3
Penstemon serrulatus,"west of Pemberton, 10km along Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0435.01,1B34,,TM.15-22,,W,,"Maniezzo, Tony",18
Fritillaria affinis,"west of Pemberton, 10km along Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0436.88,8,,TM.15-23,,W,,"Maniezzo, Tony",30
Goodyera oblongifolia,"west of Pemberton, past Hurley FSR onto Lilloet FSR, spur at 14 km",plant,289,289,50.5423,-123.12461,Canada,2015-0437.01,1B18,,TM.15-24,,W,,"Maniezzo, Tony",3
Goodyera oblongifolia,"west of Pemberton, past Hurley FSR onto Lilloet FSR, spur at 14 km",plant,289,289,50.5423,-123.12461,Canada,2015-0437.02,1B24,,TM.15-24,,W,,"Maniezzo, Tony",3
Leptarrhena pyrolifolia,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0439.01,1B33,,TM.15-26,,W,,"Maniezzo, Tony",30
Eriophorum chamissonis,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0440.01,1B33,,TM.15-27,,W,,"Maniezzo, Tony",30
Rhododendron menziesii,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",plant,1362,1362,50.58959,-123.01795,Canada,2015-0442.01,1B35,,TM.15-29,,W,,"Maniezzo, Tony",1
Vaccinium membranaceum,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0443.01,1B34,,TM.15-30,,W,,"Maniezzo, Tony",1
Vaccinium membranaceum,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0443.02,1B34,,TM.15-30,,W,,"Maniezzo, Tony",1
Vaccinium membranaceum,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0443.03,1B34,,TM.15-30,,W,,"Maniezzo, Tony",1
Vaccinium membranaceum,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0443.04,1DP2,,TM.15-30,,W,,"Maniezzo, Tony",5
Vaccinium membranaceum,"west of Pemberton, Hurley FSR toward Bralorne & Gold Bridge",seed,1362,1362,50.58959,-123.01795,Canada,2015-0443.88,8,,TM.15-30,,W,,"Maniezzo, Tony",5
Apocynum androsaemifolium,west of Pemberton - spur 14 km on Lillooet FSR,seed,303,303,50.54323,-123.12484,Canada,2015-0444.01,1G02,,TM.15-31,,W,,"Maniezzo, Tony",12
Corydalis aurea,"west of Pemberton, spur at 14 km of Lillooet FSR",plant,333,333,50.54458,-123.12627,Canada,2015-0445.01,1B34,,TM.15-32,,W,,"Maniezzo, Tony",3
Amelanchier alnifolia,"west of Pemberton, spur at 14 km of Lillooet FSR",seed,333,333,50.54458,-123.12627,Canada,2015-0446.01,1DP2,,TM.15-33,,W,,"Maniezzo, Tony",1
Lonicera ciliosa,"west of Pemberton, 10km along Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0447.01,1G01,,TM.15-35,,W,,"Maniezzo, Tony",5
Lonicera ciliosa,"west of Pemberton, 10km along Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0447.02,1G02,,TM.15-35,,W,,"Maniezzo, Tony",5
Lonicera ciliosa,"west of Pemberton, 10km along Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0447.03,1G02,,TM.15-35,,W,,"Maniezzo, Tony",5
Rosa nutkana subsp. macdougalii,"west of Pemberton, 10 km akibg Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0449.01,1G01,,TM.15-34,cf.,W,,"Maniezzo, Tony",1
Rosa nutkana subsp. macdougalii,"west of Pemberton, 10 km akibg Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0449.02,1G01,,TM.15-34,cf.,W,,"Maniezzo, Tony",1
Rosa nutkana subsp. macdougalii,"west of Pemberton, 10 km akibg Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0449.03,1G01,,TM.15-34,cf.,W,,"Maniezzo, Tony",1
Rosa nutkana subsp. macdougalii,"west of Pemberton, 10 km akibg Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0449.04,1G01,,TM.15-34,cf.,W,,"Maniezzo, Tony",1
Rosa nutkana subsp. macdougalii,"west of Pemberton, 10 km akibg Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0449.05,1G01,,TM.15-34,cf.,W,,"Maniezzo, Tony",1
Rosa nutkana subsp. macdougalii,"west of Pemberton, 10 km akibg Hurley FSR",seed,253,253,50.53468,-123.06525,Canada,2015-0449.06,1G01,,TM.15-34,cf.,W,,"Maniezzo, Tony",1
Iris confusa,,plant,,,,,,2015-0455.01,3AB3,,,,G,,,2
Hydrangea caerulea,,plant,,,,,,2015-0456.01,3AB3,,,,G,,,1
Lilium columbianum,"Pemberton, Blowdown Creek FSR",seed,,,50.40537,-122.248814,Canada,2015-0458.88,8,,DM.2015-020SD,,W,,"Mosquin, Daniel",36
Castilleja miniata,"Pemberton, Blowdown Creek FSR",seed,,,50.38358,-122.213356,Canada,2015-0459.01,LNA6,,DM.2015-016SD,aff.,W,,"Mosquin, Daniel",9
Castilleja miniata,"Pemberton, Blowdown Creek FSR",seed,,,50.38358,-122.213356,Canada,2015-0459.02,LNA4,,DM.2015-016SD,aff.,W,,"Mosquin, Daniel",6
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0460.01,1G03,,DM.2015-010SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0460.02,1G03,,DM.2015-010SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0460.03,1G03,,DM.2015-010SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0460.04,1B23,,DM.2015-010SD,,W,,"Mosquin, Daniel",4
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.01,1G01,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.02,1G01,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.03,1G01,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.04,1B37,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.05,1B35,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.06,1B35,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.07,1B35,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Cornus nuttallii,"Nairn Falls, Hiway 99, across from Nairn Falls Provincial Park parking lot.",seed,210,,50.296959,-122.82189,Canada,2015-0461.08,1B34,,DM.2015-011SD,,W,,"Mosquin, Daniel",1
Rubus idaeus subsp. strigosus,"Blowdown Creek FSR, east of Pemberton",seed,,,50.416413,-122.237062,Canada,2015-0462.01,1G03,,DM.2015-019SD,,W,,"Mosquin, Daniel",9
Acer glabrum var. douglasii,"Pemberton, Rutherford FSR, sw of Pemberton",seed,220,,50.267092,-122.879315,Canada,2015-0465.01,1B20,,DM.2015-013SD,,W,,"Mosquin, Daniel",1
Acer glabrum var. douglasii,"Pemberton, Rutherford FSR, sw of Pemberton",seed,220,,50.267092,-122.879315,Canada,2015-0465.02,1B21,,DM.2015-013SD,,W,,"Mosquin, Daniel",1
Acer glabrum var. douglasii,"Pemberton, Rutherford FSR, sw of Pemberton",seed,220,,50.267092,-122.879315,Canada,2015-0465.03,1B23,,DM.2015-013SD,,W,,"Mosquin, Daniel",1
Acer glabrum var. douglasii,"Pemberton, Rutherford FSR, sw of Pemberton",seed,220,,50.267092,-122.879315,Canada,2015-0465.04,1B23,,DM.2015-013SD,,W,,"Mosquin, Daniel",1
Acer glabrum var. douglasii,"Pemberton, Rutherford FSR, sw of Pemberton",seed,220,,50.267092,-122.879315,Canada,2015-0465.05,1B23,,DM.2015-013SD,,W,,"Mosquin, Daniel",1
Achlys triphylla,"Yale area, spur off Skagit River Road to Provincial Park",plant,,,49.122778,-120.748056,Canada,2015-0470.01,1B24,,TM.15-41,,W,,"Maniezzo, Tony",1
Achlys triphylla,"Yale area, spur off Skagit River Road to Provincial Park",plant,,,49.122778,-120.748056,Canada,2015-0470.02,1B26,,TM.15-41,,W,,"Maniezzo, Tony",1
Penstemon davidsonii,"Hope area, Upper Silver Creek Road off Skagit River Road",plant,,,49.1525,-120.67,Canada,2015-0471.01,1B34,,TM.15-40,,W,,"Maniezzo, Tony",1
Gymnocarpium dryopteris,"Skagit River Road area, 20.4 km from Hood River Road",plant,,,49.211944,-120.568889,Canada,2015-0472.01,1B26,,TM.15-39,,W,,"Maniezzo, Tony",1
Rubus pedatus,"Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction",plant,,,49.2175,-120.541389,Canada,2015-0473.01,1B16,,TM.15-43,,W,,"Maniezzo, Tony",1
Rubus pedatus,"Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction",plant,,,49.2175,-120.541389,Canada,2015-0473.02,1B21,,TM.15-43,,W,,"Maniezzo, Tony",1
Rubus pedatus,"Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction",plant,,,49.2175,-120.541389,Canada,2015-0473.03,1B24,,TM.15-43,,W,,"Maniezzo, Tony",1
Micranthes ferruginea,"Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction",plant,,,49.2175,-120.541389,Canada,2015-0474.01,1B34,,TM.15-42,,W,,"Maniezzo, Tony",11
Micranthes ferruginea,"Skagit River Road, 20.4 km from Hood Hope Road, to spur 6.9 km to junction",plant,,,49.2175,-120.541389,Canada,2015-0474.02,LNA3,,TM.15-42,,W,,"Maniezzo, Tony",1
Turritis glabra,Maple Ridge,seed,,,,,Canada,2015-0475.01,1G02,,,,G,,,18
Anthyllis vulneraria,Giant's Causeway,seed,1,2,55.240033,-6.510409,United Kingdom,2015-0477.01,LEU,,BAH.15-024,,W,,"Hine, Brent",15
Festuca sp.,Giant's Causeway,seed,1,2,55.240033,-6.510409,United Kingdom,2015-0479.01,LEU,,BAH.15-023,,W,,"Hine, Brent",5
Lilium kelloggii,,seed,,,,,,2015-0481.88,8,,,,G,,,10
Pinus flexilis,"Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area",seedling,1900,1900,50.42,-114.54,Canada,2015-0483.02,LNA4,,,,W,,,1
Pinus flexilis,"Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area",seedling,1900,1900,50.42,-114.54,Canada,2015-0483.03,LNA2,,,,W,,,1
Pinus flexilis,"Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area",seedling,1900,1900,50.42,-114.54,Canada,2015-0483.04,LNA1,,,,W,,,1
Pinus flexilis,"Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area",seedling,1900,1900,50.42,-114.54,Canada,2015-0483.05,LNA6,,,,W,,,1
Pinus flexilis,"Kanaskis area, Bull Creek Hills, Hwy. 541, 37.8 km west of Longview, to trailhead, Sentinel Recreation Area",seedling,1900,1900,50.42,-114.54,Canada,2015-0483.88,8,,,,W,,,1
Baccharis pilularis,,seedling,,,,,,2015-0484.01,LNA4,,,,G,prostrate selection,,1
Nothofagus antarctica,,seedling,,,,,,2015-0485.01,LSA2,,,,G,,,1
Primula 'Wharfedale Ling',,plant,,,,,,2015-0486.01,LEU,,,,Z,,,1
Primula marginata 'Casterino',,plant,,,,,,2015-0487.01,LEU,,,,G,,,1
Primula marginata 'Herb Dickson',,plant,,,,,,2015-0488.01,LEU,,,,G,,,1
Pachyphragma macrophyllum,,plant,,,,,,2015-0489.01,3AAB,,,,G,,,1
Brunnera macrophylla,,plant,,,,,,2015-0490.01,3AA4,,,,G,,,1
Epimedium perralderianum,,plant,,,,,,2015-0491.01,3AA4,,,,G,,,5
Boehmeria platanifolia,,plant,,,,,,2015-0492.01,3AA6,,,,G,,,1
Lysimachia clethroides,,plant,,,,,,2015-0493.01,3AA6,,,,G,,,1
Lysimachia clethroides,,plant,,,,,,2015-0493.02,3AA7,,,,G,,,1
Iris sibirica,,plant,,,,,,2015-0495.01,3AAC,,,,G,,,1
Cautleya spicata,,plant,,,,,,2015-0496.01,3AAG,,,,G,,,1
Thalictrum sp.,,plant,,,,,,2015-0497.01,3AAB,,,,G,,,1
Filipendula ulmaria 'Aurea',,plant,,,,,,2015-0498.01,3AAB,,,,G,,,1
Triteleia sp.,"Sedona, near Sedona Airport at trailside across from Sedona Overlook",seed,1470,,34.85338,-111.788783,United States of America,2015-0502.88,8,,DM.2015-001SD,,W,,"Mosquin, Daniel",23
Iris missouriensis,"Ruby Valley, roadside on NV229",seed,1870,,40.7589,-115.1807,United States of America,2015-0503.01,LNA3,,DM.2015-002SD,,W,,"Mosquin, Daniel",2
Cotula socialis,,seed,,,,,,2015-0504.01,LAF1,,,,G,,,3
Sedum spathulifolium,,seed,,,,,,2015-0505.01,LCS3,,,,Z,,,12
Muscari armeniacum,,bulb,,,,,,2015-0506.01,2A02,,,,G,,,480
Muscari armeniacum,,bulb,,,,,,2015-0506.02,2A07,,,,G,,,480
Muscari armeniacum,,bulb,,,,,,2015-0506.04,2A01,,,,G,,,480
Muscari armeniacum,,bulb,,,,,,2015-0506.05,2A14,,,,G,,,100
Muscari aucheri 'White Magic',,bulb,,,,,,2015-0507.01,2A01,,,,G,,,200
Muscari aucheri 'White Magic',,bulb,,,,,,2015-0507.02,2A02,,,,G,,,200
Muscari aucheri 'White Magic',,bulb,,,,,,2015-0507.03,2A07,,,,G,,,200
Muscari aucheri 'White Magic',,bulb,,,,,,2015-0507.05,2A14,,,,G,,,100
Narcissus 'Minnow',,bulb,,,,,,2015-0508.01,2A02,,,,G,,,600
Iris danfordiae,,bulb,,,,,,2015-0509.02,2A14,,,,G,,,5
Iris danfordiae,,bulb,,,,,,2015-0509.03,FS02,,,,G,,,200
Allium hollandicum 'Purple Sensation',,bulb,,,,,,2015-0510.01,2A01,,,,G,,,50
Allium hollandicum 'Purple Sensation',,bulb,,,,,,2015-0510.02,2A14,,,,G,,,50
Allium hollandicum 'Purple Sensation',,bulb,,,,,,2015-0510.03,FS02,,,,G,,,250
Crocus 'Snowstorm',,corm,,,,,,2015-0511.01,2A10,,,,G,,,500
Crocus 'Snowstorm',,corm,,,,,,2015-0511.02,2A12,,,,G,,,500
Crocus 'Remembrance',,corm,,,,,,2015-0512.01,2A10,,,,G,,,1000
Crocus 'Remembrance',,corm,,,,,,2015-0512.02,2A12,,,,G,,,1000
Astilbe rivularis,San Sa Ho,seedling,1844,,22.354383,103.77735,Viet Nam,2015-0515.01,3AAF,,HN-E022,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",12
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.01,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.02,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.03,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.04,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.05,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.06,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.07,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
Neillia thyrsiflora,San Sa Ho,seed,1825,1825,22.354,103.778883,Viet Nam,2015-0520.08,3AAG,,HN-E056,,W,,"Nguyen Van Du; Vu Tien Chinh; Bui Hong Quang; Nguyen Cong Sy; Baines, Richard; Luke,Andrew; Harbage, Jim; Tayllor, Matt; Hill, Andy",1
