"ID","TaxonID","Taxon","Trait","Data","Units","DataType","Method","SourceID","Region","Lat","Long","Alt","Accuracy","Comments"
"C01571",2957,"Salsola genistoides","SeedMass","4.74","mg","quantitative","measure","GciaFayos1997","W",38.9,-0.7,,"Low",
"C01577",2957,"Salsola genistoides","SeedShape","1","(ratio)","quantitative","measure","GciaFayos1997","W",38.9,-0.7,,"Low",
"C02668",2957,"Salsola genistoides","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","Buhk2005b","W",37.87,-1.48,,"Low",
"A15002",6730,"Salsola kali","GrowthForm","annual forb","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A14195",6730,"Salsola kali","LeafArea","47.5","mm2","quantitative","measure","NavarroCano2017b","W",39.33,-0.83,,"Low",
"A14437",6730,"Salsola kali","SLA","7.832","mm2/mg","quantitative","measure","NavarroCano2017b","W",39.33,-0.83,,"Low",
"A13960",6730,"Salsola kali","Height","0.215","m","quantitative","measure","NavarroCano2017b","W",39.33,-0.83,,"Low",
"A17007",6730,"Salsola kali","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,"f.a. facultative"
"A14669",6730,"Salsola kali","RootDepth","0.125","m","quantitative","measure","NavarroCano2017b","W",39.33,-0.83,,"Low",
"A14911",6730,"Salsola kali","DispMode","WN","[9]","categorical","general reference","Consensus2017","U",,,,,
"A10014",6008,"Salsola oppositifolia","GrowthForm","large shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A15402",6008,"Salsola oppositifolia","LeafDivision","simple","[2]","categorical","general reference","Wright2017","W",,,,,
"A15524",6008,"Salsola oppositifolia","LeafArea","16","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A14196",6008,"Salsola oppositifolia","LeafArea","8.66","mm2","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14438",6008,"Salsola oppositifolia","SLA","2.442","mm2/mg","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A09975",6008,"Salsola oppositifolia","P50","-3.17","MPa","quantitative","compilation","Pausas2016b","W",37.02,-2.42,300,"High",
"A14670",6008,"Salsola oppositifolia","RootDepth","0.27","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14912",6008,"Salsola oppositifolia","DispMode","W","[9]","categorical","general reference","Consensus2017","U",,,,,
"A05256",2958,"Salsola vermiculata","GrowthForm","subshrub","[13]","categorical","general reference","Tutin1964","U",,,,,
"A15403",2958,"Salsola vermiculata","LeafDivision","simple","[2]","categorical","general reference","Wright2017","W",,,,,
"A07123",2958,"Salsola vermiculata","LeafLifespan","10","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A15525",2958,"Salsola vermiculata","LeafArea","16","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A07030",2958,"Salsola vermiculata","LNCm","22.5","mg/g","quantitative","measure","VillarSalvador2000","W",,,,,"f.a. Sampling: spring-summer"
"A13784",2958,"Salsola vermiculata","Height","1","m","quantitative","measure","Palacio2017","W",41.63,-0.69,320,"High",
"C08065",2958,"Salsola vermiculata","RootDepth","3.24","m","quantitative","measure","GuerreroCampo2006","W",42.11,-1.32,,"Low","f.a. maximum rooting depth"
"A02124",2958,"Salsola vermiculata","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C03951",2958,"Salsola vermiculata","SoilSeedBank","transient|veg","[7]","semi-quantitative conditional","measure","PerezFdez2001","W",40,-4,,"VLow",
"A08257",5289,"Sarcocornia fruticosa","GrowthForm","subshrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06772",5289,"Sarcocornia fruticosa","StemDensity","0.87","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A08258",5291,"Sarcocornia perennis","GrowthForm","subshrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06773",5291,"Sarcocornia perennis","StemDensity","0.65","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A08259",5293,"Suaeda aegyptiaca","GrowthForm","subshrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A06774",5293,"Suaeda aegyptiaca","StemDensity","0.49","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A08260",5295,"Suaeda vera","GrowthForm","shrub","[13]","categorical","general reference","Consensus2017","U",,,,,
"A07127",5295,"Suaeda vera","LeafLifespan","16","months","quantitative","measure","VillarSalvador2000","W",,,,,"f.c. data from phenomorphologic herbarium of IPE-CSIC"
"A07032",5295,"Suaeda vera","LNCm","27.46","mg/g","quantitative","measure","VillarSalvador2000","W",,,,,"f.a. Sampling: spring-summer"
"A13785",5295,"Suaeda vera","Height","1","m","quantitative","measure","Palacio2017","W",41.63,-0.69,320,"High",
"A06775",5295,"Suaeda vera","StemDensity","0.62","gr/cm3","quantitative","measure","Crivellaro2013","M",35.17,33.37,,"Low",
"A17140",5295,"Suaeda vera","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,"f.a. facultative"
"A17141",5295,"Suaeda vera","DispMode","H","[9]","categorical","compilation","Correia2018","U",,,,,
"A11691",6390,"Acis autumnalis","GrowthForm","geophyte","[13]","categorical","general reference","Consensus2017","U",,,,,
"A11395",6390,"Acis autumnalis","Height","0.15","m","quantitative","measure","Marques2012","W",39.29,-7.43,,"Low",
"A11396",6390,"Acis autumnalis","SeedMass","11.29","mg","quantitative","measure","Marques2012","W",39.29,-7.43,,"Low",
"A11398",6390,"Acis autumnalis","HeatStimGerm","inhibition|_M_","[5]","semi-quantitative conditional","measure","Marques2012","W",39.29,-7.43,,"Low",
"A11397",6390,"Acis autumnalis","OtherCues","unaffected|lgt","[3]","semi-quantitative conditional","measure","Marques2012","W",39.29,-7.43,,"Low",
"A11399",6390,"Acis autumnalis","OtherCues","inhibition|mec","[3]","semi-quantitative conditional","measure","Marques2012","W",39.29,-7.43,,"Low",
"A11400",6390,"Acis autumnalis","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","measure","Marques2012","W",39.29,-7.43,,"Low",
"A05574",4100,"Acis longifolia","GrowthForm","geophyte","[13]","categorical","general reference","WCSP2010","U",,,,,
"A05558",4100,"Acis longifolia","Clonality","storage organs","[5]","categorical","general reference","WCSP2010","U",,,,,
"A00035",4100,"Acis longifolia","RespFire","yes","[2]","boolean","experience","Medail2006","W",42.38081,8.844821,,"Low",
"A05573",4099,"Acis nicaeensis","GrowthForm","geophyte","[13]","categorical","general reference","WCSP2010","U",,,,,
"A05557",4099,"Acis nicaeensis","Clonality","storage organs","[5]","categorical","general reference","WCSP2010","U",,,,,
"A00033",4099,"Acis nicaeensis","DispMode","G","[9]","categorical","compilation","Diadema2007","W",,,,,
"A00032",4099,"Acis nicaeensis","BudSource","storage organs","[13]","categorical","experience","Diadema2007","W",43.75539,7.144067,,"High",
"A07727",4099,"Acis nicaeensis","FireStimFlower","yes","[2]","boolean","measure","Diadema2007","W",43.75539,7.144067,,"High",
"A00034",4099,"Acis nicaeensis","RespFire","yes","[2]","boolean","measure","Diadema2007","W",43.75539,7.144067,,"High",
"A00031",4099,"Acis nicaeensis","SeedlEmerg","yes","[2]","boolean","measure","Diadema2007","W",43.75539,7.144067,,"High",
"A11132",6161,"Allium amethystinum","GrowthForm","geophyte","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10856",6161,"Allium amethystinum","FireStimFlower","yes","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A10861",6161,"Allium amethystinum","RespFire","yes","[2]","boolean","experience","Ergan2017","M",37.07,27.96,280,"Mod",
"A11798",6161,"Allium amethystinum","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod","f.c. Aquaeous smoke treatment with 3 concentrations"
"A11799",6161,"Allium amethystinum","OtherCues","inhibition|lgt","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A09723",5760,"Allium ampeloprasum","GrowthForm","geophyte","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A12775",5760,"Allium ampeloprasum","LeafShape","linear","[7]","categorical","general reference","Davis1965","U",,,,,
"A08580",5760,"Allium ampeloprasum","SLA","14.08","mm2/mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A08898",5760,"Allium ampeloprasum","LDMC","149.31","mg/g","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A09808",5760,"Allium ampeloprasum","Clonality","storage organs","[5]","categorical","general reference","Castroviejo1986","U",,,,,
"A08736",5760,"Allium ampeloprasum","SeedMass","7.23","mg","quantitative","measure","Bochet2015","W",39.48333,-1.1,680,"High",
"A11693",6393,"Allium bourgeaui ssp. creticum","GrowthForm","geophyte","[13]","categorical","general reference","Consensus2017","U",,,,,
"A11401",6393,"Allium bourgeaui ssp. creticum","Height","1.15","m","quantitative","measure","Carta2017","E",35.21,24.91,,"Low",
"A11402",6393,"Allium bourgeaui ssp. creticum","SeedMass","6.44","mg","quantitative","measure","Carta2017","E",35.21,24.91,,"Low",
"A11403",6393,"Allium bourgeaui ssp. creticum","OtherCues","inhibition|lgt","[3]","semi-quantitative conditional","measure","Carta2017","E",35.21,24.91,,"Low",
"A04125",1794,"Allium cepa","GrowthForm","geophyte","[13]","categorical","general reference","Tutin1964","U",,,,,
"A12008",1794,"Allium cepa","Clonality","storage organs","[5]","categorical","general reference","Davis1965","U",,,,,
"A02920",1794,"Allium cepa","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A04126",1795,"Allium ericetorum","GrowthForm","geophyte","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02921",1795,"Allium ericetorum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C01903",1795,"Allium ericetorum","SeedMass","1.57","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02053",1795,"Allium ericetorum","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A04127",3286,"Allium flavum ssp. tauricum","GrowthForm","geophyte","[13]","categorical","general reference","Tutin1964","U",,,,,
"A12776",3286,"Allium flavum ssp. tauricum","LeafShape","linear","[7]","categorical","general reference","Davis1965","U",,,,,
"A12009",3286,"Allium flavum ssp. tauricum","Clonality","storage organs","[5]","categorical","general reference","Davis1965","U",,,,,
"A02922",3286,"Allium flavum ssp. tauricum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"E05550",3286,"Allium flavum ssp. tauricum","RespFire","yes","[2]","boolean","experience","Turkmen2005","M",37.35,35.17,530,"High",
"A11134",6163,"Allium hirtovaginatum","GrowthForm","geophyte","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10857",6163,"Allium hirtovaginatum","FireStimFlower","yes","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A10862",6163,"Allium hirtovaginatum","RespFire","yes","[2]","boolean","experience","Ergan2017","M",37.07,27.96,280,"Mod",
"A04128",1796,"Allium insubricum","GrowthForm","geophyte","[13]","categorical","general reference","Tutin1964","U",,,,,
"A02923",1796,"Allium insubricum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"C01904",1796,"Allium insubricum","SeedMass","3.37","mg","quantitative","measure","Cerabolini2003","C",,,,,
"C02054",1796,"Allium insubricum","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"A05755",4671,"Allium paniculatum ssp. paniculatum","GrowthForm","geophyte","[13]","categorical","general reference","Davis1965","U",,,,,
"A05565",4671,"Allium paniculatum ssp. paniculatum","Clonality","storage organs","[5]","categorical","general reference","Davis1965","U",,,,,
"A08384",4671,"Allium paniculatum ssp. paniculatum","SeedMass","0.296","mg","quantitative","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A01258",4671,"Allium paniculatum ssp. paniculatum","ChemCues","inhibition|smk","[3]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A01228",4671,"Allium paniculatum ssp. paniculatum","HeatStimGerm","moderate|LM_","[5]","semi-quantitative conditional","measure","Kazanci2014","M",37.45,28.39,,"Low",
"A15662",6830,"Allium roseum","GrowthForm","geophyte","[13]","categorical","general reference","Castroviejo1986","U",,,,,
"A15415",6830,"Allium roseum","LeafDivision","simple","[2]","categorical","general reference","Wright2017","W",,,,,
"A15537",6830,"Allium roseum","LeafArea","7043","mm2","quantitative","measure","Wright2017","W",36.89,-2.05,111,"High",
"A11136",6165,"Allium sandrasicum","GrowthForm","geophyte","[13]","categorical","general reference","Consensus2017","U",,,,,
"A10858",6165,"Allium sandrasicum","FireStimFlower","yes","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A10863",6165,"Allium sandrasicum","RespFire","yes","[2]","boolean","experience","Ergan2017","M",37.07,27.96,280,"Mod",
"A11800",6165,"Allium sandrasicum","ChemCues","unaffected|smk","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod","f.c. Aquaeous smoke treatment with 3 concentrations"
"A11801",6165,"Allium sandrasicum","OtherCues","inhibition|lgt","[3]","semi-quantitative conditional","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A05650",4423,"Allium schoenoprasum","GrowthForm","geophyte","[13]","categorical","general reference","Davis1965","U",,,,,
"A12777",4423,"Allium schoenoprasum","LeafShape","linear","[7]","categorical","general reference","Davis1965","U",,,,,
"A05564",4423,"Allium schoenoprasum","Clonality","storage organs","[5]","categorical","general reference","Davis1965","U",,,,,
"A00968",4423,"Allium schoenoprasum","SeedMass","1.558","mg","quantitative","measure","GimenezBenavides2005","W",40.82,-3.93,2232,"Low",
"A01301",4423,"Allium schoenoprasum","SeedMass","1.75","mg","quantitative","measure","Lorite2007","W",37,-3,,"Low",
"A04129",1798,"Allium sphaerocephalon","GrowthForm","geophyte","[13]","categorical","general reference","Tutin1964","U",,,,,
"A12778",1798,"Allium sphaerocephalon","LeafShape","linear","[7]","categorical","general reference","Davis1965","U",,,,,
"A14007",1798,"Allium sphaerocephalon","LeafArea","782.18","mm2","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A14248",1798,"Allium sphaerocephalon","SLA","13.315","mm2/mg","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A13805",1798,"Allium sphaerocephalon","Height","0.675","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"A11404",1798,"Allium sphaerocephalon","Height","0.75","m","quantitative","measure","Carta2017","U",,,,,"f.a. Based on Filip Vandelook, Rosemary Newton, Angelino Carta unpublished data"
"A12011",1798,"Allium sphaerocephalon","Clonality","storage organs","[5]","categorical","general reference","Davis1965","U",,,,,
"A16032",1798,"Allium sphaerocephalon","NutritionalRelat","endomycorrhizal symbiosis","[8]","categorical","compilation","Correia2018","U",,,,,
"A14490",1798,"Allium sphaerocephalon","RootDepth","0.135","m","quantitative","measure","Cartagena2017","W",37.6,-0.88,,"Mod",
"C05530",1798,"Allium sphaerocephalon","DispMode","G","[9]","categorical","compilation","Trabaud1992","U",,,,,
"A02925",1798,"Allium sphaerocephalon","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A11405",1798,"Allium sphaerocephalon","SeedMass","1.36","mg","quantitative","measure","Carta2017","U",,,,,"f.a. Based on Filip Vandelook, Rosemary Newton, Angelino Carta unpublished data"
"C01905",1798,"Allium sphaerocephalon","SeedMass","1.61","mg","quantitative","measure","Cerabolini2003","C",,,,,
"R00248",1798,"Allium sphaerocephalon","RespFire","yes","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"A11406",1798,"Allium sphaerocephalon","OtherCues","inhibition|lgt","[3]","semi-quantitative conditional","measure","Carta2017","U",,,,,"f.a. Based on Filip Vandelook, Rosemary Newton, Angelino Carta unpublished data"
"C02055",1798,"Allium sphaerocephalon","SoilSeedBank","transient|unk","[7]","semi-quantitative conditional","compilation","Cerabolini2003","C",,,,,
"R03016",1798,"Allium sphaerocephalon","SeedlEmerg","yes","[2]","boolean","experience","Trabaud1992","W",43.69,3.82,110,"High",
"A04130",1800,"Allium stamineum","GrowthForm","geophyte","[13]","categorical","general reference","Tutin1964","U",,,,,
"A12779",1800,"Allium stamineum","LeafShape","linear","[7]","categorical","general reference","Davis1965","U",,,,,
"A12974",1800,"Allium stamineum","LeafArea","small","[5]","semi-quantitative","general reference","Davis1965","U",,,,,
"A12012",1800,"Allium stamineum","Clonality","storage organs","[5]","categorical","general reference","Davis1965","U",,,,,
"A02927",1800,"Allium stamineum","FruitType","dry","[2]","categorical","general reference","Tutin1964","U",,,,,
"A10859",1800,"Allium stamineum","FireStimFlower","yes","[2]","boolean","measure","Ergan2017","M",37.07,27.96,280,"Mod",
"A10864",1800,"Allium stamineum","RespFire","yes","[2]","boolean","experience","Ergan2017","M",37.07,27.96,280,"Mod",
